bedrooms,bedroom_category,unit_or_number,property_name,rent_from_ZAR_per_day,website,max_persons,wifi_included,dstv_mentioned,smart_tv_mentioned,pool_mentioned,braai_mentioned,jetty_mentioned,pets_policy,linen_mentioned,towels_mentioned,beach_towels_mentioned,garage_availability_note,unavailability_note,domestic_service_note,description,raw_text
4,Four,10,JUTLAND ROAD,7200,https://www.pamgolding.co.za/property-details/house-to-rent-port-alfred/1pf1701400,,True,False,True,True,True,True,,False,True,True,,,,"RENT FROM R7,200 per day
Website Link: https://www.pamgolding.co.za/property-details/house-to-rent-port-alfred/1pf1701400
Search no further for the perfect holiday home!
This property is suitable for a large family or extended family who love being outdoors. The property boasts a stunning open plan feel with the kitchen, dining and lounge area, the space has sliding doors that open up onto the wooden deck facing the canals as well as opening up into the courtyard where the nicely sized swimming pool is located for tenant use.
The layout of the property is as follows:
In side the home there are three bedroom located upstairs each with access to the shared balcony overlooking the river. The main bedroom has it own full en-suite bathroom and dressing room. There are also a futher two bathrooms upstairs for the guest bedroom to utilize.
Downstairs you have a guest loo as you enter the home, this then leads into the open plan living space. At the pool side of the home, you have an additional guest bedroom with its own en-suite bathroom. The garage has been made to be multi purpose, with access to the loft room above the garage, making it a teenagers dream. The loft room also has its own en-suite bathroom.
Additional extras:
- Table tennis table
- WIFI
- SMART TV
- Jetty for tenants use
- Fence at the canal to make it more secure for your little ones
- Gas braai
- Indoor braai
- Outdoor braai
- Inverter
Additional complex amenities:
- Swimming pool
- Tennis courts
- Jungle gym
- squash courts
Tenant to bring their own beach towels.","10 JUTLAND ROAD:
RENT FROM R7,200 per day
Website Link: https://www.pamgolding.co.za/property-details/house-to-rent-port-alfred/1pf1701400
Search no further for the perfect holiday home!
This property is suitable for a large family or extended family who love being outdoors. The property boasts a stunning open plan feel with the kitchen, dining and lounge area, the space has sliding doors that open up onto the wooden deck facing the canals as well as opening up into the courtyard where the nicely sized swimming pool is located for tenant use.
The layout of the property is as follows:
In side the home there are three bedroom located upstairs each with access to the shared balcony overlooking the river. The main bedroom has it own full en-suite bathroom and dressing room. There are also a futher two bathrooms upstairs for the guest bedroom to utilize.
Downstairs you have a guest loo as you enter the home, this then leads into the open plan living space. At the pool side of the home, you have an additional guest bedroom with its own en-suite bathroom. The garage has been made to be multi purpose, with access to the loft room above the garage, making it a teenagers dream. The loft room also has its own en-suite bathroom.
Additional extras:
- Table tennis table
- WIFI
- SMART TV
- Jetty for tenants use
- Fence at the canal to make it more secure for your little ones
- Gas braai
- Indoor braai
- Outdoor braai
- Inverter
Additional complex amenities:
- Swimming pool
- Tennis courts
- Jungle gym
- squash courts
Tenant to bring their own beach towels.
Port Alfred, known as the heart of the Sunshine Coast, is well positioned along the coast and is easily accessible via Port Elizabeth, East London and Grahamstown. Its most favorable attractions include the Kowie River - navigable for 27km and with plenty of recreational opportunity, The East Beach - ideal for surfing, The West Beach and Kelly's Blue Flag swimming beach, as well as the Prestigious Royal Alfred Marina and Small Boat Harbour. For paradise on holiday, peaceful retirement or perfect family living, Port Alfred just has that something special."
4,Four,38,JUTLAND ROAD,7500,https://www.pamgolding.co.za/property-details/house-to-rent-royal-alfred-marina/1pf1701331,,True,True,True,True,True,True,,False,True,True,,,,"RENT FROM R7,500 per day
Website Link: https://www.pamgolding.co.za/property-details/house-to-rent-royal-alfred-marina/1pf1701331
This stunning home offers generous living with ample space.
As you enter the home you are met with a warm and open plan feeling, the property has two separate lounges, an informal TV lounge fitted with a SMART TV for tenants to connect up on as well as a formal sitting lounge that looks out through the stacking doors onto the river.
The property welcomes a modern kitchen with a washing machine and dishwasher as well as a very nice gas stove top and electric oven to make all cooking during your stay convenient and as easy as possible.
The property has four bedrooms and three bathrooms, with two bathrooms being en-suites. The bedroom layout is as follows: one bedroom is located downstairs, just off of the formal sitting lounge with its own en-suite. The other three bedroom are located upstairs. The main bedroom is extremely spacious with a shared balcony.
The property is equipped with an gas braai and weber braai that is perfect for any occasion.
Amenities:
- The property also has a jetty which is available for tenants use.
- WIFI is included in the rental
- DSTV is included in the rental
Additional complex amenities:
- Swimming pool
- Tennis courts
- Jungle gym
- squash courts
Tenant to bring their own beach towels.","38 JUTLAND ROAD:
RENT FROM R7,500 per day
Website Link: https://www.pamgolding.co.za/property-details/house-to-rent-royal-alfred-marina/1pf1701331
This stunning home offers generous living with ample space.
As you enter the home you are met with a warm and open plan feeling, the property has two separate lounges, an informal TV lounge fitted with a SMART TV for tenants to connect up on as well as a formal sitting lounge that looks out through the stacking doors onto the river.
The property welcomes a modern kitchen with a washing machine and dishwasher as well as a very nice gas stove top and electric oven to make all cooking during your stay convenient and as easy as possible.
The property has four bedrooms and three bathrooms, with two bathrooms being en-suites. The bedroom layout is as follows: one bedroom is located downstairs, just off of the formal sitting lounge with its own en-suite. The other three bedroom are located upstairs. The main bedroom is extremely spacious with a shared balcony.
The property is equipped with an gas braai and weber braai that is perfect for any occasion.
Amenities:
- The property also has a jetty which is available for tenants use.
- WIFI is included in the rental
- DSTV is included in the rental
Additional complex amenities:
- Swimming pool
- Tennis courts
- Jungle gym
- squash courts
Tenant to bring their own beach towels.
Port Alfred, known as the heart of the Sunshine Coast, is well positioned along the coast and is easily accessible via Port Elizabeth, East London and Grahamstown. Its most favorable attractions include the Kowie River - navigable for 27km and with plenty of recreational opportunity, The East Beach - ideal for surfing, The West Beach and Kelly's Blue Flag swimming beach, as well as the Prestigious Royal Alfred Marina and Small Boat Harbour. For paradise on holiday, peaceful retirement or perfect family living, Port Alfred just has that something special."
4,Four,5,LORD NELSONS ARM,7500,https://www.pamgolding.co.za/property-details/house-to-rent-port-alfred/1pf1700090,,True,True,False,True,True,False,,False,False,,,,- Domestic worker available on request at additional cost of R300 per day.,"RENT FROM R7,500 per day
Website Link: https://www.pamgolding.co.za/property-details/house-to-rent-port-alfred/1pf1700090
Family Paradise in The Royal Alfred Marina
Escape to this stunning four-bedroom holiday home in The Royal Alfred Marina, perfectly suited for families. Available for booking this December season, this property boasts breathtaking views of the Kowie River and offers a unique blend of relaxation and entertainment.
The open-plan living space flows seamlessly into an indoor braai area, with doors opening onto a tranquil outdoor oasis featuring a jacuzzi and fire pit. The perfect spot to unwind and enjoy quality time with loved ones.
The property features four spacious bedrooms, including one on the lower level with its own bathroom. Upstairs, three additional bedrooms await, with the main bedroom boasting an en-suite bathroom. Additional two bathrooms up stairs with a shared bathroom that serves the one guest bedroom and loft space. A loft space also provides extra sleeping space for kids, making this home an ideal choice for families.
Amenities:
- Wifi included
-DSTV included
- Domestic worker available on request at additional cost of R300 per day.
- Solar
- Back up water supply
Additional complex amenities:
- Swimming pool
- Tennis courts
- Jungle gym
- squash courts
The jacuzzi is available for use for bookings over 5 days long, cost to clean Jacuzzi after stay will be for tenants account.
Book your dream family holiday today and create unforgettable memories in this incredible property!","5 LORD NELSONS ARM:
RENT FROM R7,500 per day
Website Link: https://www.pamgolding.co.za/property-details/house-to-rent-port-alfred/1pf1700090
Family Paradise in The Royal Alfred Marina
Escape to this stunning four-bedroom holiday home in The Royal Alfred Marina, perfectly suited for families. Available for booking this December season, this property boasts breathtaking views of the Kowie River and offers a unique blend of relaxation and entertainment.
The open-plan living space flows seamlessly into an indoor braai area, with doors opening onto a tranquil outdoor oasis featuring a jacuzzi and fire pit. The perfect spot to unwind and enjoy quality time with loved ones.
The property features four spacious bedrooms, including one on the lower level with its own bathroom. Upstairs, three additional bedrooms await, with the main bedroom boasting an en-suite bathroom. Additional two bathrooms up stairs with a shared bathroom that serves the one guest bedroom and loft space. A loft space also provides extra sleeping space for kids, making this home an ideal choice for families.
Amenities:
- Wifi included
-DSTV included
- Domestic worker available on request at additional cost of R300 per day.
- Solar
- Back up water supply
Additional complex amenities:
- Swimming pool
- Tennis courts
- Jungle gym
- squash courts
The jacuzzi is available for use for bookings over 5 days long, cost to clean Jacuzzi after stay will be for tenants account.
Port Alfred, known as the heart of the Sunshine Coast, is well positioned along the coast and is easily accessible via Port Elizabeth, East London and Grahamstown. Its most favorable attractions include the Kowie River - navigable for 27km and with plenty of recreational opportunity, The East Beach - ideal for surfing, The West Beach and Kelly's Blue Flag swimming beach, as well as the Prestigious Royal Alfred Marina and Small Boat Harbour. For paradise on holiday, peaceful retirement or perfect family living, Port Alfred just has that something special.
Book your dream family holiday today and create unforgettable memories in this incredible property!"
4,Four,5-6,PLYMOUTH HOE,8500,https://www.pamgolding.co.za/property-details/house-to-rent-royal-alfred-marina/1pf1699216,,True,True,True,True,True,True,,False,False,,,,A domestic worker can be arranged to assist you during the stay at an additional cost per day.,"RENT FROM R8,500 per day
Website Link: https://www.pamgolding.co.za/property-details/house-to-rent-royal-alfred-marina/1pf1699216
Experience luxury living in this stunning 4 bedroom Marina home, set on two spacious stands. The expansive, covered entertainment area is a haven for those who cherish outdoor living, featuring a jacuzzi, large braai, and bar with a view of the pool and beautifully manicured garden. Perfect for hosting and relaxation!
Through the main entrance of the home, you will find the spacious lounge, dining area, and sunroom, all designed to offer panoramic views of the tranquil main river and the convenience of a double jetty. Offering a large well-appointed kitchen, complete with a practical scullery off to the side. Entertainment is effortlessly catered for with a dedicated snooker room and an expansive home theatre.
The property provides ample privacy and comfort, with a secluded bedroom and bathroom on the ground floor. The upper level is a sanctuary of its own, boasting a main bedroom with a private lounge, kitchenette, closet, and an full bathroom. Two additional bedrooms upstairs share a well-equipped full bathroom, completing this picture of modern elegance and comfort.
Valuable extras include a solar and inverter system.
The rental will include WiFi, unfortunately no DSTV, however there is a Smart TV for you to connect up onto your own channels.
A domestic worker can be arranged to assist you during the stay at an additional cost per day.
Additional complex amenities:
- Swimming pool
- Tennis courts
- Jungle gym
- squash courts","5-6 PLYMOUTH HOE:
RENT FROM R8,500 per day
Website Link: https://www.pamgolding.co.za/property-details/house-to-rent-royal-alfred-marina/1pf1699216
Experience luxury living in this stunning 4 bedroom Marina home, set on two spacious stands. The expansive, covered entertainment area is a haven for those who cherish outdoor living, featuring a jacuzzi, large braai, and bar with a view of the pool and beautifully manicured garden. Perfect for hosting and relaxation!
Through the main entrance of the home, you will find the spacious lounge, dining area, and sunroom, all designed to offer panoramic views of the tranquil main river and the convenience of a double jetty. Offering a large well-appointed kitchen, complete with a practical scullery off to the side. Entertainment is effortlessly catered for with a dedicated snooker room and an expansive home theatre.
The property provides ample privacy and comfort, with a secluded bedroom and bathroom on the ground floor. The upper level is a sanctuary of its own, boasting a main bedroom with a private lounge, kitchenette, closet, and an full bathroom. Two additional bedrooms upstairs share a well-equipped full bathroom, completing this picture of modern elegance and comfort.
Valuable extras include a solar and inverter system.
The rental will include WiFi, unfortunately no DSTV, however there is a Smart TV for you to connect up onto your own channels.
A domestic worker can be arranged to assist you during the stay at an additional cost per day.
Additional complex amenities:
- Swimming pool
- Tennis courts
- Jungle gym
- squash courts
Port Alfred, known as the heart of the Sunshine Coast, is well positioned along the coast and is easily accessible via Port Elizabeth, East London and Grahamstown. Its most favorable attractions include the Kowie River - navigable for 27km and with plenty of recreational opportunity, The East Beach - ideal for surfing, The West Beach and Kelly's Blue Flag swimming beach, as well as the Prestigious Royal Alfred Marina and Small Boat Harbour. For paradise on holiday, peaceful retirement or perfect family living, Port Alfred just has that something special."
4,Four,68,SEA LORDS WAY,8900,https://www.pamgolding.co.za/property-details/house-to-rent-royal-alfred-marina/1pf1721114,,True,False,True,False,True,False,,False,False,,available,,,"RENT FROM R8,900 per day
Website Link: https://www.pamgolding.co.za/property-details/house-to-rent-royal-alfred-marina/1pf1721114
Welcome to your perfect marina getaway! This newly renovated 4-bedroom, 4-bathroom home sits right on the water's edge — ideal for families or friends looking to relax and make lasting memories.
Enjoy lazy afternoons around the braai area with a drink in hand as the sun sets over the marina, or unwind in the jacuzzi.
The open-plan living area flows beautifully onto the outdoor space, making it easy to spend time together whether you're cooking, lounging, or just soaking up the scenery.
With WiFi and a Smart TV included, you can stay connected or stream your favorite shows after a day of fun in the sun.
Please note, the garage isn't available, but convenient parking is close by.
A warm, welcoming spot to enjoy marina life — comfortable, modern, and perfect for a relaxed coastal escape.","68 SEA LORDS WAY:
RENT FROM R8,900 per day
Website Link: https://www.pamgolding.co.za/property-details/house-to-rent-royal-alfred-marina/1pf1721114
Welcome to your perfect marina getaway! This newly renovated 4-bedroom, 4-bathroom home sits right on the water's edge — ideal for families or friends looking to relax and make lasting memories.
Enjoy lazy afternoons around the braai area with a drink in hand as the sun sets over the marina, or unwind in the jacuzzi.
The open-plan living area flows beautifully onto the outdoor space, making it easy to spend time together whether you're cooking, lounging, or just soaking up the scenery.
With WiFi and a Smart TV included, you can stay connected or stream your favorite shows after a day of fun in the sun.
Please note, the garage isn't available, but convenient parking is close by.
A warm, welcoming spot to enjoy marina life — comfortable, modern, and perfect for a relaxed coastal escape."
4,Four,28,THE SPITHEAD,9500,https://www.pamgolding.co.za/property-details/double-storey-house-to-rent-royal-alfred-marina/1pf1722691,,True,False,False,False,True,False,,False,False,,,,,"RENT FROM R9,500 per day
Website Link: https://www.pamgolding.co.za/property-details/double-storey-house-to-rent-royal-alfred-marina/1pf1722691
Experience luxurious riverfront living in this stunning newly built 4-bedroom home, perfectly positioned on the main Kowie River in the prestigious Royal Alfred Marina and just moments from the river mouth. Beautifully furnished with warm modern African touches, this holiday retreat offers an exceptional blend of comfort, style, and river views.
Each of the four spacious bedrooms features its own en-suite bathroom, ensuring privacy and relaxation for all guests. The home comfortably sleeps 8, with an additional day bed in the office ideal for a child.
The expansive downstairs area features a large open-plan layout where the modern kitchen flows seamlessly into the lounge and dining area. Stacking doors open onto the riverfront patio, creating a perfect space for outdoor dining, sundowners, or simply enjoying the tranquil setting. A braai is provided for guests to enjoy South African's favourite pastime.
With two TV lounges—one downstairs within the open-plan living area and another upstairs between the main and guest bedrooms—there's plenty of space for families or groups to relax. Smart TVs and WiFi are included for your convenience.
This beautifully curated home is fitted with a full solar system, ensuring uninterrupted comfort during your stay.
Property Highlights:
Newly built luxury waterfront home
Situated on the main Kowie River in the Royal Alfred Marina
Sleeps 8 + day bed in office (ideal for a child)
WiFi included
A truly exceptional riverfront escape designed for relaxation, connection, and unforgettable Marina living.","28 THE SPITHEAD:
RENT FROM R9,500 per day
Website Link: https://www.pamgolding.co.za/property-details/double-storey-house-to-rent-royal-alfred-marina/1pf1722691
Experience luxurious riverfront living in this stunning newly built 4-bedroom home, perfectly positioned on the main Kowie River in the prestigious Royal Alfred Marina and just moments from the river mouth. Beautifully furnished with warm modern African touches, this holiday retreat offers an exceptional blend of comfort, style, and river views.
Each of the four spacious bedrooms features its own en-suite bathroom, ensuring privacy and relaxation for all guests. The home comfortably sleeps 8, with an additional day bed in the office ideal for a child.
The expansive downstairs area features a large open-plan layout where the modern kitchen flows seamlessly into the lounge and dining area. Stacking doors open onto the riverfront patio, creating a perfect space for outdoor dining, sundowners, or simply enjoying the tranquil setting. A braai is provided for guests to enjoy South African's favourite pastime.
With two TV lounges—one downstairs within the open-plan living area and another upstairs between the main and guest bedrooms—there's plenty of space for families or groups to relax. Smart TVs and WiFi are included for your convenience.
This beautifully curated home is fitted with a full solar system, ensuring uninterrupted comfort during your stay.
Property Highlights:
Newly built luxury waterfront home
Situated on the main Kowie River in the Royal Alfred Marina
Sleeps 8 + day bed in office (ideal for a child)
WiFi included
A truly exceptional riverfront escape designed for relaxation, connection, and unforgettable Marina living."
4,Four,10,SEA LORDS WAY,12500,https://www.pamgolding.co.za/property-details/house-to-rent-royal-alfred-marina/1pf1700259,8.0,True,True,True,True,True,True,,False,False,,not available,,Solar| 30000 liters of fresh water |WIFI| DSTV | Smart Tv | Domestic worker and gardener included (Mon-Fri) | Pool service | 2 Jetty's included | Max 8 persons| Garages unavailable | Office will be unavailable for use,"RENT FROM R12,500 per day
Website Link: https://www.pamgolding.co.za/property-details/house-to-rent-royal-alfred-marina/1pf1700259
Situated in undoubtedly the best location within the Royal Alfred Marina, this property boasts exceptional canal and sea views with spectacular sunrise and sunsets. With an architecturally designed modern exterior, the eclectic interior is full of heart and light.
Stepping into this home through the bold, red front door you are greeted with a cozy entrance and red staircase, flooded with natural sun light. The double volume living space is vast with large windows on both the Northern and Southern sides of the home creating the ideal space to host large groups of family and friends.
The living area and the family room lead to a wooden deck with a heated 20-meter swimming pool. Also situated on the deck are two cabanas encouraging relaxation time around a barbeque or the built in pizza oven situated just inside the home. For further entertainment the home also includes a snooker table.
The outdoor areas have been created to relax, meditate, do yoga or Tai Chi under the ancient milkwood trees in addition to this is there is also a calm and quiet garden room for meditation and afternoon snoozes on the daybed or gaze across the canal. On the banks of the canal, you will find a wooden deck complete with amphitheater style seating and a fire pit.
This stunning home offers 4 air-conditioned bedrooms. On the ground level is the first bedroom with a double bed and en-suite bathroom with a shower, this bedroom is separate to the house with its own private entrance. On the main level of the home is an additional bedroom with a queen bed and an en-suite bathroom with both a shower and bath. The upper level of the home finds the main bedroom with a king-sized bed and en-suite bathroom with both a bath and shower as well as an additional guest bedroom with a king-sized bed and separate guest bathroom equipped with both a bath and shower. All bedrooms have their own private access to balcony or garden areas through French doors with the master bedroom having its own private sun lounge and office with day beds.
Property is also equipped with a laundry room that has a washing machine and dryer.
Solar| 30000 liters of fresh water |WIFI| DSTV | Smart Tv | Domestic worker and gardener included (Mon-Fri) | Pool service | 2 Jetty's included | Max 8 persons| Garages unavailable | Office will be unavailable for use
Additional complex amenities:
- Swimming pool
- Tennis courts
- Jungle gym
- squash courts","10 SEA LORDS WAY:
RENT FROM R12,500 per day
Website Link: https://www.pamgolding.co.za/property-details/house-to-rent-royal-alfred-marina/1pf1700259
Situated in undoubtedly the best location within the Royal Alfred Marina, this property boasts exceptional canal and sea views with spectacular sunrise and sunsets. With an architecturally designed modern exterior, the eclectic interior is full of heart and light.
Stepping into this home through the bold, red front door you are greeted with a cozy entrance and red staircase, flooded with natural sun light. The double volume living space is vast with large windows on both the Northern and Southern sides of the home creating the ideal space to host large groups of family and friends.
The living area and the family room lead to a wooden deck with a heated 20-meter swimming pool. Also situated on the deck are two cabanas encouraging relaxation time around a barbeque or the built in pizza oven situated just inside the home. For further entertainment the home also includes a snooker table.
The outdoor areas have been created to relax, meditate, do yoga or Tai Chi under the ancient milkwood trees in addition to this is there is also a calm and quiet garden room for meditation and afternoon snoozes on the daybed or gaze across the canal. On the banks of the canal, you will find a wooden deck complete with amphitheater style seating and a fire pit.
This stunning home offers 4 air-conditioned bedrooms. On the ground level is the first bedroom with a double bed and en-suite bathroom with a shower, this bedroom is separate to the house with its own private entrance. On the main level of the home is an additional bedroom with a queen bed and an en-suite bathroom with both a shower and bath. The upper level of the home finds the main bedroom with a king-sized bed and en-suite bathroom with both a bath and shower as well as an additional guest bedroom with a king-sized bed and separate guest bathroom equipped with both a bath and shower. All bedrooms have their own private access to balcony or garden areas through French doors with the master bedroom having its own private sun lounge and office with day beds.
Property is also equipped with a laundry room that has a washing machine and dryer.
Solar| 30000 liters of fresh water |WIFI| DSTV | Smart Tv | Domestic worker and gardener included (Mon-Fri) | Pool service | 2 Jetty's included | Max 8 persons| Garages unavailable | Office will be unavailable for use
Additional complex amenities:
- Swimming pool
- Tennis courts
- Jungle gym
- squash courts
Port Alfred, known as the heart of the Sunshine Coast, is well positioned along the coast and is easily accessible via Port Elizabeth, East London and Grahamstown. Its most favorable attractions include the Kowie River - navigable for 27km and with plenty of recreational opportunity, The East Beach - ideal for surfing, The West Beach and Kelly's Blue Flag swimming beach, as well as the Prestigious Royal Alfred Marina and Small Boat Harbour. For paradise on holiday, peaceful retirement or perfect family living, Port Alfred just has that something special."
5,Five,19,PLYMOUTH HOE,9500,https://www.pamgolding.co.za/property-details/house-to-rent-royal-alfred-marina/1pf1720028,10.0,True,True,False,True,True,True,,False,True,True,not available,,Domestic worker available and included in the stay three days a week.,"Rent from R9,500 per day
Website Link: https://www.pamgolding.co.za/property-details/house-to-rent-royal-alfred-marina/1pf1720028
Set within the well-established Royal Alfred Marina, this double storey home boasts serenity, modernity and exclusivity. It's aesthetically pleasing exterior welcomes you indoors through a double volume entrance hall, leading the way through spacious ground floor living opening outwards onto a secluded courtyard with swimming pool and braai facilities, as well as luscious lawns along the water's edge.
The house has a private deep water jetty, Kowie River Views and gorgeous sunset's over the Nico Malan Bridge in the evenings.
A gourmet kitchen, complete with granite counter tops and state of the art appliances is the heart of this home. Both conversational and easily accessible it offers a separate scullery, thoroughfare to dining amenities and river views.
With one double bedroom downstairs with BIC and an en-suite bathroom, as well as both formal and informal lounges, a guest cloakroom.
Upon making your way upstairs, one is greeted with light, high ceilings and a generous flow to all bedrooms. The main en-suite presents absolute luxury, and privacy through one way glass overlooking the Kowie. Well-sized, with BIC, it offers a lovely en-suite bathroom complete with high end sanitary wear and modern finishes. There are four bedrooms on the first level, three of which have en-suite bathrooms and the other with access to a guest bathroom. There is also an expansive mezzanine loft, ideal for storage or a kids room.
Defining luxury, radiating class and encompassing an incredible lifestyle opportunity, this wonderful Marina home is in a league of its own.
DSTV excluded
WIFI included
Domestic worker available and included in the stay three days a week.
Can sleep 10 people
Tenant to provide their own beach towels
There is a flat on the property above the garages with a tenant in, this is separate to the main house with the flat having his own entrance to the property.
Unfortunately, the garages will not be available for use during the stay.","19 PLYMOUTH HOE:
Rent from R9,500 per day
Website Link: https://www.pamgolding.co.za/property-details/house-to-rent-royal-alfred-marina/1pf1720028
Set within the well-established Royal Alfred Marina, this double storey home boasts serenity, modernity and exclusivity. It's aesthetically pleasing exterior welcomes you indoors through a double volume entrance hall, leading the way through spacious ground floor living opening outwards onto a secluded courtyard with swimming pool and braai facilities, as well as luscious lawns along the water's edge.
The house has a private deep water jetty, Kowie River Views and gorgeous sunset's over the Nico Malan Bridge in the evenings.
A gourmet kitchen, complete with granite counter tops and state of the art appliances is the heart of this home. Both conversational and easily accessible it offers a separate scullery, thoroughfare to dining amenities and river views.
With one double bedroom downstairs with BIC and an en-suite bathroom, as well as both formal and informal lounges, a guest cloakroom.
Upon making your way upstairs, one is greeted with light, high ceilings and a generous flow to all bedrooms. The main en-suite presents absolute luxury, and privacy through one way glass overlooking the Kowie. Well-sized, with BIC, it offers a lovely en-suite bathroom complete with high end sanitary wear and modern finishes. There are four bedrooms on the first level, three of which have en-suite bathrooms and the other with access to a guest bathroom. There is also an expansive mezzanine loft, ideal for storage or a kids room.
Defining luxury, radiating class and encompassing an incredible lifestyle opportunity, this wonderful Marina home is in a league of its own.
DSTV excluded
WIFI included
Domestic worker available and included in the stay three days a week.
Can sleep 10 people
Tenant to provide their own beach towels
There is a flat on the property above the garages with a tenant in, this is separate to the main house with the flat having his own entrance to the property.
Unfortunately, the garages will not be available for use during the stay."
5,Five,47,SEA LORDS WAY,9500,https://www.pamgolding.co.za/property-details/house-to-rent-royal-alfred-marina/1pf1704329,,False,False,False,True,False,True,no pets,False,False,,available,,,"Rent from R9,500 per day
Website Link: https://www.pamgolding.co.za/property-details/house-to-rent-royal-alfred-marina/1pf1704329
Upmarket, tastefully furnished, five bedroom Marina Home available For December 2025!
Look no further as this is the perfect opportunity to have a coastal holiday, in a secure estate, on the water and a short distance from the beach. Bring your boat and moor it at a private jetty that is available for use.
The home features a spacious open plan kitchen, lounge and dining room area. This area is beautifully furnished and equipped. Stack doors open up onto a pool and patio area overlooking the canal. An additional sunroom which shelters you from the wind is also furnished with a table and chairs. The kitchen is fully equipped with Double door fridge and freezer, double eye level oven, dishwasher, prep basin and large island with stove.
Four of the bedrooms each with double beds have en-suite bathrooms. The twin room has a bathroom that is also a guest bathroom. Two rooms are on the ground floor allowing easy access with mobility limitations. A further 3 bedrooms are upstairs together with a TV lounge and office.
A double, remote garage is available for use. Washing machine facilities are in the garage.
The house offers a full backup water supply and power supply.
Regret no pets.
Minimum stay is 10 nights.
Additional complex amenities:
- Swimming pool
- Tennis courts
- Jungle gym
- squash courts","47 SEA LORDS WAY:
Rent from R9,500 per day
Website Link: https://www.pamgolding.co.za/property-details/house-to-rent-royal-alfred-marina/1pf1704329
Upmarket, tastefully furnished, five bedroom Marina Home available For December 2025!
Look no further as this is the perfect opportunity to have a coastal holiday, in a secure estate, on the water and a short distance from the beach. Bring your boat and moor it at a private jetty that is available for use.
The home features a spacious open plan kitchen, lounge and dining room area. This area is beautifully furnished and equipped. Stack doors open up onto a pool and patio area overlooking the canal. An additional sunroom which shelters you from the wind is also furnished with a table and chairs. The kitchen is fully equipped with Double door fridge and freezer, double eye level oven, dishwasher, prep basin and large island with stove.
Four of the bedrooms each with double beds have en-suite bathrooms. The twin room has a bathroom that is also a guest bathroom. Two rooms are on the ground floor allowing easy access with mobility limitations. A further 3 bedrooms are upstairs together with a TV lounge and office.
A double, remote garage is available for use. Washing machine facilities are in the garage.
The house offers a full backup water supply and power supply.
Regret no pets.
Minimum stay is 10 nights.
Additional complex amenities:
- Swimming pool
- Tennis courts
- Jungle gym
- squash courts
Port Alfred, known as the heart of the Sunshine Coast, is well positioned along the coast and is easily accessible via Port Elizabeth, East London and Grahamstown. Its most favourable attractions include the Kowie River - navigable for 27km and with plenty of recreational opportunity, The East Beach - ideal for surfing, The West Beach and Kelly's Blue Flag swimming beach, as well as the Prestigious Royal Alfred Marina and Small Boat Harbour. For paradise on holiday, peaceful retirement or perfect family living, Port Alfred just has that something special."
5,Five,10,THE SPITHEAD,10500,https://www.pamgolding.co.za/property-details/double-storey-house-to-rent-royal-alfred-marina/1pf1722688,,True,False,True,False,False,False,,False,False,,,,,"Rent from R10,500 per day
Website Link: https://www.pamgolding.co.za/property-details/double-storey-house-to-rent-royal-alfred-marina/1pf1722688
This beautifully renovated 5-bedroom, 5-bathroom home offers the perfect blend of luxury, comfort, and unforgettable waterfront living.
Ideal for families and groups, the property comfortably sleeps 10, with an additional sleeper couch available for children. The interior is spacious and modern, with large bedrooms and stylish cement ceilings adding a contemporary touch.
The heart of the home is the magnificent open-plan living area, where stacking doors open completely to create a seamless indoor-outdoor flow. Enjoy relaxed evenings around the outdoor fire pit, gather in the generous entertainment spaces, or make use of the separate TV lounge—perfect for keeping children entertained.
Set on expansive grounds with stunning water frontage, this holiday home invites you to unwind, explore, and enjoy a truly serene setting.
Property Features:
-5 spacious bedrooms, three bedrooms with their own en-suite bathroom
- WiFi included
-Smart TV's to stay connected to your streaming services
Garage not included in the rental
Perfect for families, groups, and relaxed luxury getaways
Escape to a home where comfort, space, and unforgettable views come together—your ideal holiday awaits!","10 THE SPITHEAD:
Rent from R10,500 per day
Website Link: https://www.pamgolding.co.za/property-details/double-storey-house-to-rent-royal-alfred-marina/1pf1722688
This beautifully renovated 5-bedroom, 5-bathroom home offers the perfect blend of luxury, comfort, and unforgettable waterfront living.
Ideal for families and groups, the property comfortably sleeps 10, with an additional sleeper couch available for children. The interior is spacious and modern, with large bedrooms and stylish cement ceilings adding a contemporary touch.
The heart of the home is the magnificent open-plan living area, where stacking doors open completely to create a seamless indoor-outdoor flow. Enjoy relaxed evenings around the outdoor fire pit, gather in the generous entertainment spaces, or make use of the separate TV lounge—perfect for keeping children entertained.
Set on expansive grounds with stunning water frontage, this holiday home invites you to unwind, explore, and enjoy a truly serene setting.
Property Features:
-5 spacious bedrooms, three bedrooms with their own en-suite bathroom
- WiFi included
-Smart TV's to stay connected to your streaming services
Garage not included in the rental
Perfect for families, groups, and relaxed luxury getaways
Escape to a home where comfort, space, and unforgettable views come together—your ideal holiday awaits!"
